task_id,task_name,description_output,confidence
232,97a05b5b.json,"To make the output, you have to...copy the large colored block with the missing pieces. Then copy the puzzle pieces and paste them where they fit in the large colored block to fill in the missing pieces to maintain the shape of the original colored block and its missing pieces.",7.0
232,97a05b5b.json,"To make the output, you have to...reinsert the missing shapes, bring the surrounding color as well.",9.0
232,97a05b5b.json,"To make the output, you have to...people create the output mirroring in the task.",
232,97a05b5b.json,"To make the output, you have to...fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well.",10.0
232,97a05b5b.json,"To make the output, you have to...fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well.",10.0
232,97a05b5b.json,"To make the output, you have to...fill the missing pattern with the small square along with the blue pattern.",8.0
233,98cf29f8.json,"To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",10.0
233,98cf29f8.json,"To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",10.0
233,98cf29f8.json,"To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",10.0
233,98cf29f8.json,"To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",10.0
233,98cf29f8.json,"To make the output, you have to... remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",10.0
233,98cf29f8.json,"To make the output, you have to...remove the single line and move the shape that is the same color as the line square up against the other shape.",8.0
234,995c5fa3.json,"To make the output, you have to...make the same color per row. use red blue and yellow",
234,995c5fa3.json,"To make the output, you have to...make three rows of three different solid colors corresponding to the grey 4x4 blocks. The first 4x4 block is the color of the top row, and so on.Grey 4x4 with a 2x2 black box in the middle = light blueGrey 4x4 with no black = redGrey 4x4 with black box center bottom = yellowGrey 4x4 with two 1x2 black lines on the left and right = greenIf there are any more, they are a different color.",10.0
234,995c5fa3.json,"To make the output, you have to...make three rows of three different solid colors corresponding to the grey 4x4 blocks. The first 4x4 block is the color of the top row, and so on.Grey 4x4 with a 2x2 black box in the middle = light blueGrey 4x4 with no black = redGrey 4x4 with black box center bottom = yellowGrey 4x4 with two 1x2 black lines on the left and right = greenIf there are any more, they are a different color.",10.0
234,995c5fa3.json,"To make the output, you have to...make the output grid with 3 colors.",9.0
235,99b1bc43.json,"To make the output, you have to...compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green.",9.0
235,99b1bc43.json,"To make the output, you have to...compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green.",9.0
235,99b1bc43.json,"To make the output, you have to...Use green and black",
235,99b1bc43.json,"To make the output, you have to...replace blue color with black",
235,99b1bc43.json,"To make the output, you have to...compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green.",7.0
236,99fa7670.json,"To make the output, you have to...add the blue one to go to the far right and the next 2 down. Then the gray goes right to meet blue then goes down",
236,99fa7670.json,"To make the output, you have to...Copy the grid.",
236,99fa7670.json,"To make the output, you have to...add blocks",10.0
236,99fa7670.json,"To make the output, you have to... Take each dot and continue it until it touches the right edge to become a line. Then, starting from the colored line at the bottom, continue the line at the right edge down and continue until it touches the bottom edge. Do the same for each line until it touches the next colored line.",10.0
236,99fa7670.json,"To make the output, you have to...extend the colored blocks, using their original color, to the right and downward, creating ""L"" shapes. Start with the bottom-most block. Draw a line from the bottom-most block until it touches the right side of the grid, and then draw a line downward from there until it touches the bottom of the grid. This will form an inverted ""L"" shape that is facing left. Then, go up to the next colored block and repeat this process, except when you draw the line downward, stop where it would touch the first color. This will form another inverted ""L"" shape, on top of the first one. Do this for each colored block.",5.0
236,99fa7670.json,"To make the output, you have to...have to change",5.0
237,9aec4887.json,"To make the output, you have to...copy only the multi-colored square and paste it to the output grid of its same size. Then, copy and paste the separate light blue shape inside of the multi-colored square. Finally, change individual light blue squares to match their nearest colored edge of the multi-color square, but only if...1. they touch the colored edge, and...2. They do not touch any other colored edge.Do not change the color of any black squares.",
237,9aec4887.json,"To make the output, you have to...Copy the colored object and copy the light blue object inside the colored object.",
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light blue object inside the colored object.",
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light blue object inside the color object. then change the middle light blue blocks adjacent to the colored outlines to the color",
237,9aec4887.json,"To make the output, you have to...put the shape inside the circle, keeping the colors of both the same. The exception to keeping all colors the same is the outermost dots of unique shape inside takes the color from the closest ring of the circle but only in the center, not the corners.",2.0
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light blue object inside the colored object. Then change the middle light blue blocks adjacent to the colored outlines to the same color.",4.0
237,9aec4887.json,"To make the output, you have to...The colored object and copy the light blue object inside the colored object. Then change the middle light blue blocks adjacent to the colored outlines to the same color.",
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light  blue object inside the colored  object then change the middle light blue block adjacent to the colored outlines to the same color",
237,9aec4887.json,"To make the output, you have to...put the color design inside the image",
237,9aec4887.json,"To make the output, you have to...much like",
237,9aec4887.json,"To make the output, you have to...add the light blue pattern inside the colored pattern. If there are one, two or three light blue blocks touching the colored side blocks add a block of the same color to replace the block that has the most black blocks touching it. If it has no black blocks touching the colored blocks add two blocks to replace the two light blue blocks in the center of the row or column.",
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light blue object inside the colored object.  Then change the middle light blue blocks adjacent to the, colored outlines to the same color.",
237,9aec4887.json,"To make the output, you have to...copy the colored object and copy the light blue object inside the colored object.",
237,9aec4887.json,"To make the output, you have to...to make the output you have to copy the colored object and copy the light blue inside the colored  object.",
237,9aec4887.json,"To make the output, you have to...Final grid size is the size of the square.",
238,9af7a82c.json,"To make the output, you have to...able grid",5.0
238,9af7a82c.json,"To make the output, you have to...in a black background, fill out the left with the most ... color. Then the second most...third most..continue. Start it from the top.",8.0
238,9af7a82c.json,"To make the output, you have to...Crossing input is change as to lined output.",
238,9af7a82c.json,"To make the output, you have to...straighten out the shapes to become lines, hanging from the top of the new grid. The shapes will be arranged by length, longest starting at the left and shortest at the right. The largest shape should start at the top left and extend all the way down to fill the grid. The next biggest shape will fill in next to it and extend down the number of blocks of the original shape. The next smallest shape will go next extend down the number of blocks of the original shape. Do this until all shapes fill the grid horizontally. The empty space extending below the straightened shapes (now lines) in the bottom-right of the grid will be black.",0.0
238,9af7a82c.json,"To make the output, you have to...Create the grid as described above. You will then color each ROW with the same colors as shown in the input grid. Each ROW will be its own color. The color order is as follows:The first column from the left will contain the majority color in the input grid. This first column should be completely filled with that color.The second column from the left must contain the same number of colored squares as the SECOND most number of squares from the input grid.The third column will contain the same number of colored squares as the THIRD most number of squares from the input grid.And if there is a fourth color, the last column should contain that color and number of squares.Done.",9.0
238,9af7a82c.json,"To make the output, you have to...decreasing number of blocks",10.0
239,9d9215db.json,"To make the output, you have to...take main color and create border and frame it",
239,9d9215db.json,"To make the output, you have to...take the pattern and mirror it to the four corners like a reflection instead of a copy. One color will have 2 blocks of that color. Use that color to make a square around the grid using one for the start and the other for the end. This square will skip one block and then place a block all the way around the grid. If it encounters the patterns that you placed down skip that square",2.0
239,9d9215db.json,"To make the output, you have to...continue the established pattern, leaving one black square between each colored square in the pattern.",3.0
239,9d9215db.json,"To make the output, you have to...follow the pattern of circles, creating a line and then making it symmetrycal",
239,9d9215db.json,"To make the output, you have to...SIMILAR TO INPUT WITH DIFFERENT PATTERN",
239,9d9215db.json,"To make the output, you have to...create border using first two color boxes with the second box to the right being the main boxes and first box is the corner boxes. The border should start one block to the right and one block down and leave a space in between each block and all the sides. The last two blocks should create a diagonal from the box on the corner and the diagonal should continue with last box",
239,9d9215db.json,"To make the output, you have to... take the main color and create a border frame from the location it is in. take the color next to it and put it on the end point of the border frame. take the color box that is further away and copy that into the 4 directions making sure they are mirror images. A black box should be between each color box.",5.0
239,9d9215db.json,"To make the output, you have to...All boxes on the outside frame need to be black. One row in make the tiles the same color and the corners a different color. from the corners, go in 2 tiles towards the center with one color then another two tiles for another color.",
239,9d9215db.json,"To make the output, you have to... place a set of the colored boxes in each corner, but rotate the boxes so it is a mirror of the original set. For example, if a red box is nearest to the middle in the original set, then in the corners the red box will also be nearest to the middle. Next you will then create a border with the two same colored boxes that border another box. Just repeat those boxes away from the group until they go to another corner.",2.0
239,9d9215db.json,"To make the output, you have to...take the main color and create a border frame from the location it is in.",
239,9d9215db.json,"To make the output, you have to...symmetrical pattern to cover the grid",
239,9d9215db.json,"To make the output, you have to...mirror the pattern to each corner. Connect the 4 corners with a line. The line is not solid but rather ever other square is left black. The color should be from the original pattern. Use the color that is 90 degree from the square or L-shaped pattern.",
239,9d9215db.json,"To make the output, you have to...take the main color and create a border frame from the location it is in.  take the color next to it and put it on the end point of the border frame.  take the color box that is following away and copy that into the 4 directions making sure they are mirror images.  A black box should be between each color box.",
240,9dfd6313.json,"To make the output, you have to...rotate the pattern 90 degrees to the right. then flip the pattern over, so the input is the mirror image of it as the 90 degree rotate.",3.0
240,9dfd6313.json,"To make the output, you have to...take one side and mirror it to the other side.",10.0
240,9dfd6313.json,"To make the output, you have to...take one side and mirror it to the other side.",10.0
240,9dfd6313.json,"To make the output, you have to...rotate the pattern 90 degrees to the right and then flip it over to it's reverse. the output should be an 90 degrees mirror image of the input.",7.0
240,9dfd6313.json,"To make the output, you have to...rotate the pattern 90 degrees to the right, then flip it. The left edge becomes the right",6.0
241,9ecd008a.json,"To make the output, you have to...fill the black spots with the exact same pattern that need to be filled in the original grid.",8.0
241,9ecd008a.json,"To make the output, you have to...fill the black spots with the exact same pattern that need to be filled in the original grid.",8.0
241,9ecd008a.json,"To make the output, you have to...fill the black spots with the exact same pattern that need to be filled in the original grid.",8.0
241,9ecd008a.json,"To make the output, you have to...fill the black spots with the exact same pattern that need to be filled in the original grid.",8.0
241,9ecd008a.json,"To make the output, you have to...fill the black spots with the exact same pattern that need to be filled in the original grid.",8.0
241,9ecd008a.json,"To make the output, you have to... finish the pattern that would be in the black square section",10.0
242,9edfc990.json,"To make the output, you have to...fill out the blue color to the area of where the blue block exists. when there is no blue block there is no need to fill up, just leave those blocks as empty.",10.0
242,9edfc990.json,"To make the output, you have to... turn any black shape that's 6 or more blocks into blue.",
242,9edfc990.json,"To make the output, you have to...Flood all black squares that are not in the middle of shapes formed by other color squares with blue.",
242,9edfc990.json,"To make the output, you have to...to fill the correct pattern.",
242,9edfc990.json,"To make the output, you have to...copy the input and fill in any spaces that have with blue that have blue touching black.",10.0
243,9f236235.json,"To make the output, you have to...across the block",
243,9f236235.json,"To make the output, you have to...remove the red.",
243,9f236235.json,"To make the output, you have to...replicate the center pattern",
243,9f236235.json,"To make the output, you have to...avoid the lines that create the boxes, and instead  focus on the pattern. Copy the pattern so that it is mirrored horizontally (left to right). You should end up with only the design from the input.",10.0
244,a1570a43.json,"To make the output, you have to... think of the 4 pixels as a picture frame. Reposition the random shape to be centered in that frame.",10.0
244,a1570a43.json,"To make the output, you have to...center the red squares within the boundary created from the green squares. Copy the red design exactly, but don't put any red squares in between the four green squares. There should only be black squares in between each green corner square. The design should be totally centered by the green corner square box.",10.0
244,a1570a43.json,"To make the output, you have to...move the different color shape so that it is fully inside the square composed by the four colored pixels.",10.0
245,a2fd1cf0.json,"To make the output, you have to...connect the squares use light blue with a right angle",7.0
245,a2fd1cf0.json,"To make the output, you have to...connect the squares use light blue with a right angle",7.0
245,a2fd1cf0.json,"To make the output, you have to...changed",10.0
245,a2fd1cf0.json,"To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.",9.0
245,a2fd1cf0.json,"To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.",9.0
245,a2fd1cf0.json,"To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.",9.0
245,a2fd1cf0.json,"To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.",9.0
245,a2fd1cf0.json,"To make the output, you have to... create a road of light blue squares between the red and green squares. The road should travel up or down from the green square and left or right from the red square until the two meet.",9.0
246,a3325580.json,"To make the output, you have to... identify the largest shapes by number of squares. This may be one shape or more than one shape, if they have the same number of square. Then create a vertical line for each of those shapes, in the order from left to right of the shapes, each line with the same number of squares as the input shape. If only one shape is largest, there will be one output line. If two shapes are largest together, there will be two lines, and so on.",5.0
246,a3325580.json,"To make the output, you have to... identify the largest shapes by number of squares. This may be one shape or more than one shape, if they have the same number of square. Then create a vertical line for each of those shapes, in the order from left to right of the shapes, each line with the same number of squares as the input shape. If only one shape is largest, there will be one output line. If two shapes are largest together, there will be two lines, and so on.",5.0
246,a3325580.json,"To make the output, you have to...count the pattern that contain 5 or more squares and then make a vertical bar as high as the grid and only one square wide. if more than one square contain 5 or more squares then keep the bars in the same position as they are in the input grid",
246,a3325580.json,"To make the output, you have to...1 by highest color box",
246,a3325580.json,"To make the output, you have to...vertical colored columns which equal to the higher number of grids of same color.",1.0
246,a3325580.json,"To make the output, you have to...will be created by making vertical rows of the same color boxes with the largest number of colors",7.0
246,a3325580.json,"To make the output, you have to...will be created by making vertical rows of the same color boxes with the largest number of colors",7.0
247,a3df8b1e.json,"To make the output, you have to...draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a blue dot one to the left and one up until you reach the other side, repeat until you reach the top",10.0
247,a3df8b1e.json,"To make the output, you have to...draw a blue dot one to the right and one up from the original one, follow that pattern until you reach the side, then draw a blue dot one to the left and one up until you reach the other side, repeat until you reach the top",10.0
247,a3df8b1e.json,"To make the output, you have to...use blue dots like stairs to reach the top",10.0
247,a3df8b1e.json,"To make the output, you have to...add blue squares in a 45 degree angle pattern back and forward until you reach the top.",4.0
247,a3df8b1e.json,"To make the output, you have to...add blue squares in a 45 degree angle pattern back and forward until you reach the top.",4.0
247,a3df8b1e.json,"To make the output, you have to...add blue squares in a 45 degree angle pattern back and forward until you reach the top.",4.0
248,a416b8f3.json,"To make the output, you have to...copy the pattern exactly to the new empty section. There should be two of the same pattern side-by-side.",9.0
248,a416b8f3.json,"To make the output, you have to...double side",9.0
248,a416b8f3.json,"To make the output, you have to...copy the whole rectangle on the right side same rectangle grid",5.0
248,a416b8f3.json,"To make the output, you have to... place the input design all the way on the left half and then duplicate the exact same design and colors on the right half. The final grid is two of the original grid next to each other.",9.0
249,a48eeaf7.json,"To make the output, you have to...simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way.",7.0
249,a48eeaf7.json,"To make the output, you have to...simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way.",7.0
249,a48eeaf7.json,"To make the output, you have to...simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way.",7.0
249,a48eeaf7.json,"To make the output, you have to...simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way.",7.0
249,a48eeaf7.json,"To make the output, you have to...simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way.",7.0
249,a48eeaf7.json,"To make the output, you have to...You make a red square that is two down from the top with four gray squares around it.",
249,a48eeaf7.json,"To make the output, you have to...move the blocks until they touch the red square on the same line",9.0
250,a5313dff.json,"To make the output, you have to...color the inside blue but if the border of shape goes outside the grid leave inside black",9.0
250,a5313dff.json,"To make the output, you have to...color the inside blue but if the border of shape goes outside the grid leave inside black",9.0
250,a5313dff.json,"To make the output, you have to...color the inside blue but if the border of shape goes outside the grid leave inside black",9.0
250,a5313dff.json,"To make the output, you have to...changed the grid and  the color.",5.0
251,a5f85a15.json,"To make the output, you have to...change every other square on each of the diagonal lines to yellow (starting with the 2nd square on each line)",7.0
251,a5f85a15.json,"To make the output, you have to...change every other square on each of the diagonal lines to yellow",10.0
251,a5f85a15.json,"To make the output, you have to....replicate the original input grid, then starting from the top, change every other square on each of the diagonal lines to yellow",10.0
252,a61ba2ce.json,"To make the output, you have to...make a square with the each set of blocks. There should be a smaller black square in the center.",8.0
252,a61ba2ce.json,"To make the output, you have to...make a square with the each set of blocks. There should be a smaller black square in the center.",8.0
252,a61ba2ce.json,"To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed.  Then fill in the middle 4 squares with black.",10.0
252,a61ba2ce.json,"To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed.  Then fill in the middle 4 squares with black.",10.0
252,a61ba2ce.json,"To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed.  Then fill in the middle 4 squares with black.",10.0
252,a61ba2ce.json,"To make the output, you have to...follow the colored pattern and put them on all the corners exactly how the pattern is placed.  Then fill in the middle 4 squares with black.",10.0
253,a61f2674.json,"To make the output, you have to...change all patterns of two grey blocks to red, change all patterns of 9 grey blocks to blue, and fill in all other grey blocks with black.",
253,a61f2674.json,"To make the output, you have to... copy the input grid and color the long shape with blue and the short with red.",
253,a61f2674.json,"To make the output, you have to...change the shortest colored blocks from gray to red and the tallest colored blocks from gray to blue. Change the remaining gray blocks to black.",8.0
253,a61f2674.json,"To make the output, you have to...change the shortest group of blocks from gray to red, change the tallest group of blocks from gray to blue. Change the remaining gray blocks to black.",10.0
253,a61f2674.json,"To make the output, you have to... change the shortest grey line to red and the tallest line to blue. The remaining lines turn black.",10.0
254,a64e4611.json,"To make the output, you have to...fill the black grid with green surrounding with continue black grid",10.0
254,a64e4611.json,"To make the output, you have to... fill not fill area with green, leaving black border.",7.0
254,a64e4611.json,"To make the output, you have to... fill not fill area with green, leaving black border.",7.0
254,a64e4611.json,"To make the output, you have to... fill not fill area with green, leaving black border.",7.0
254,a64e4611.json,"To make the output, you have to... fill not fill area with green, leaving black border.",7.0
254,a64e4611.json,"To make the output, you have to... fill not fill area with green, leaving black border.",7.0
255,a65b410d.json,"To make the output, you have to...go up from the red add one more green square as you go up.  If you start with 2 red squares the next would be 3 green.  Then go down from the red and use blue square.  The number should be one less than the red to start",7.0
255,a65b410d.json,"To make the output, you have to...copy your red input boxes to the output grid. Make an exact same line (as red) in green, but also add  1 green box. Repeat moving up until your top portion is colored in green with -1 box moving downward. Go to the box(es) just BELOW your red line. Make a new line (or box) in blue, but -1 less blue box than the number of red box(es). Repeat this in blue until you only have ONE black box (row) left on the bottom. In the end  you will have green, red, blue and it will zig-zag getting smaller as you go down. Be sure to leave the very bottom row all black.",8.0
255,a65b410d.json,"To make the output, you have to...place the horizontal bar in the exact position in the output. Then add 1 to the number of orange squares and fill in that number of squares directly above the orange bar, but in GREEN, beginning with the leftmost square. Then add another 1, and fill in that number of squares in another green horizontal bar right above. Continue doing that all the way to the top. Then subtract the number of the original orange squares by 1, then draw under the orange bar the new number of squares in BLUE, also beginning with the leftmost square. Repeat until the number of blue squares is 1. Draw that, then you are done.",8.0
256,a68b268e.json,"To make the output, you have to...take the top left 4x4 on output. add top right 4x4 pattern. do not cover the first color. do the same for each section.",10.0
256,a68b268e.json,"To make the output, you have to...take the top left 4x4 on output. add top right 4x4 pattern. do not cover the first color. do the same for each section.",10.0
256,a68b268e.json,"To make the output, you have to...combine each of the four sides into one with orange taking over then yellow",
256,a68b268e.json,"To make the output, you have to...Take a corner portion of each section divided by the blue cross and place it onto the 4x4 grid. Exactly where each color currently is.",
256,a68b268e.json,"To make the output, you have to...create a 4x4 output grid, and all black grid have to replace by another color available in other 4x4 grid on the same position",
256,a68b268e.json,"To make the output, you have to...take the upper left 4x4 grid. Nothing will need to be changed from it.  Add the upper right grid to the 1st one.  Remember not to change any colors only add new ones to black boxes.  Next do the bottom left grid the same way. Finish with the bottom right grid.  You will not use dark blue squares at all.",7.0
256,a68b268e.json,"To make the output, you have to...take the upper left 4x4 grid. Nothing will need to be changed from it.  Add the upper right grid to the 1st one.  Remember not to change any colors only add new ones to black boxes.  Next do the bottom left grid the same way. Finish with the bottom right grid.  You will not use dark blue squares at all.",7.0
256,a68b268e.json,"To make the output, you have to...create 4 by 4 output grid, and all black grid have to replace by another color available in other 4 by 4 grid on same position.",10.0
257,a699fb00.json,"To make the output, you have to...fill the black sections between two blue sections with red",10.0
257,a699fb00.json,"To make the output, you have to...fill the black sections between two blue sections with red",10.0
257,a699fb00.json,"To make the output, you have to...every time you see two blue squares in any  line with a single space in between, you fill in that space with a red square Only pay attention to squares going across and not up and down. Do not fill in any squares for any pattern going up and down. Keep all blue squares blue and keep the black squares black",9.0
257,a699fb00.json,"To make the output, you have to...every time you see two blue squares in any  line with a single space in between, you fill in that space with a red square Only pay attention to squares going across and not up and down. Do not fill in any squares for any pattern going up and down. Keep all blue squares blue and keep the black squares black",9.0
258,a740d043.json,"To make the output, you have to...reveal the pattern on 3x3 and fill in difference with black",
258,a740d043.json,"To make the output, you have to...follow the insturction",9.0
258,a740d043.json,"To make the output, you have to...follow the insturction",9.0
258,a740d043.json,"To make the output, you have to...make the pattern and if there is any more on the sides or any blue, fill in with black",8.0
258,a740d043.json,"To make the output, you have to...make the pattern and if there is any more on the sides or any blue, fill in with black",8.0
259,a78176bb.json,"To make the output, you have to...keep the original colored line.  Place a square of that same color on the black square that at the point of the gray extension.  Now extend another diagonal line out from that colored square, mimicking the original line.  Do this on both sides if there are two gray extensions.  Your should now have two or three lines, including the original.  Now recolor the gray squares black, and you're done!.",
259,a78176bb.json,"To make the output, you have to... keep the original colored line. Place a square of that same color on the black square that at the point of the gray extension.  Now extend another diagonal line out from that colored square, mimicking the original line. Do this on both sides if there are two gray extensions. You should now have two or three lines, including the original. Now recolor the gray squares black, and you're done!",8.0
259,a78176bb.json,"To make the output, you have to... keep the original colored line. Place a square of that same color on the black square that at the point of the gray extension.  Now extend another diagonal line out from that colored square, mimicking the original line. Do this on both sides if there are two gray extensions. You should now have two or three lines, including the original. Now recolor the gray squares black, and you're done!",8.0
259,a78176bb.json,"To make the output, you have to...In the input, you should see...For each input starting with the first grid copy the middle red squares. The second Chart copy only the burgundy row and add a burgundy row exactly like the middle red squares.For the orange grid copy exactly that row but add how the burgundy top row was but the exception is start the grid in the sixth box from the top left corner. No gray backgrounds.",
259,a78176bb.json,"To make the output, you have to...keep the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.",10.0
259,a78176bb.json,"To make the output, you have to...copy the input grid. Then create a diagonal line with the same color as the original diagonal line at the side of the gray squares. The diagonal line has to touch two sides of the large black background. Then, color the gray squares with black color.",4.0
259,a78176bb.json,"To make the output, you have to...copy the input grid. Then create a diagonal line with the same color as the original diagonal line at the side of the gray squares. The diagonal line has to touch two sides of the large black background. Then, color the gray squares with black color.",4.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to... Move colored square one line down and change to red",10.0
260,a79310a0.json,"To make the output, you have to...copy those specific shapes one block below and change the color to red",10.0
260,a79310a0.json,"To make the output, you have to...make the same shape exactly one row below the original.",
261,a85d4709.json,"To make the output, you have to...make the row green if two blocks appear together on the left, yellow if two blocks are separated by a gray block in the middle, and red if two blocks appear together on the right on each row",8.0
261,a85d4709.json,"To make the output, you have to...make the row green if two blocks appear together on the left, yellow if two blocks are separated by a gray block in the middle, and red if two blocks appear together on the right on each row",8.0
261,a85d4709.json,"To make the output, you have to...make the row green if two blocks appear together on the left, yellow if two blocks are separated by a gray block in the middle, and red if two blocks appear together on the right on each row",8.0
261,a85d4709.json,"To make the output, you have to...check the position of the grey pixels. Where the grey pixel is in the first column, the corresponding pixels in that raw in the output should have color red. If the pixel is in the middle column, the corresponding pixels in the output should be yellow. Where the grey pixel is in the the last column , the corresponding pixel in that raw in the output should be green.",10.0
261,a85d4709.json,"To make the output, you have to...have the top and bottom row red and middle row yellow",
261,a85d4709.json,"To make the output, you have to...I the input center box is grey make a horizontal bar in the middle output grid yellow, if it is black the middle bar is green. For the top horizontal bar, if the input upper left box is grey and upper right box is black make the upper bar red, if the upper left is black and upper right is grey, make the upper output bar green.If the input upper right and upper left square are both black make the top horizontal bar yellow.The bottom horizontal bar in the output follow the same rule as the top bar.",
261,a85d4709.json,"To make the output, you have to...change the rows from black to a different color or you can put a different color on each row, or every other row",
261,a85d4709.json,"To make the output, you have to...color the entire grid green",
261,a85d4709.json,"To make the output, you have to...make each horizontal line a single color",
262,a87f7484.json,"To make the output, you have to...changed",10.0
262,a87f7484.json,"To make the output, you have to...changed",10.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
262,a87f7484.json,"To make the output, you have to...find the color with the most spaces colored and put that pattern into the 3x3",9.0
263,a8c38be5.json,"To make the output, you have to...completely fill each hole with yellow",
263,a8c38be5.json,"To make the output, you have to...width the input, you should see...input is color change and today in above.",
263,a8c38be5.json,"To make the output, you have to...output grid is input same without grey",
263,a8c38be5.json,"To make the output, you have to...make sure the background is all gray. Then place the colors and shapes you see in the input in the right place. The corners should go in the corners. the t-shape should go at the top in the middle, the upside down t-shape should go at the bottom in the middle, the two side way t-shapes should go on the left and right side in the middle so that the long side is against to the left and right. Make sure to keep the same colors for each",7.0
263,a8c38be5.json,"To make the output, you have to...agreement",
263,a8c38be5.json,"To make the output, you have to... rearrange each of those squares fully that colors line up along the edge. Start with the fully gray 3x3 in the middle. Then corners should line up in the corners that the color touches the edge.Rearrange the rest of the 3x3 grids that the color remains on the edge.",7.0
264,a8d7556c.json,"To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with red.",8.0
264,a8d7556c.json,"To make the output, you have to...find where squares bigger than 1 by 1 can be form. Fill those with red.",8.0
264,a8d7556c.json,"To make the output, you have to...Make the boxes that have the same color of black shapes that are bigger than 1x1 red",6.0
264,a8d7556c.json,"To make the output, you have to...Make the boxes that have the same color of black shapes that are bigger than 1x1 red",6.0
264,a8d7556c.json,"To make the output, you have to...Make the boxes that have the same color of black shapes that are bigger than 1x1 red",6.0
264,a8d7556c.json,"To make the output, you have to...Make the boxes that have the same color of black shapes that are bigger than 1x1 red",6.0
265,a9f96cdd.json,"To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the top left corner pixel, pink for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black",10.0
265,a9f96cdd.json,"To make the output, you have to...make the pixels touching the colored pixel at its corners colored in green for the top left corner pixel, pink for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black",10.0
265,a9f96cdd.json,"To make the output, you have to...left up diagonal green. right up diagonal pink. left down diagonal blue. Right down diagonal orange",
265,a9f96cdd.json,"To make the output, you have to...bottom right red square",10.0
265,a9f96cdd.json,"To make the output, you have to...bottom right red square",10.0
265,a9f96cdd.json,"To make the output, you have to...bottom right red square",10.0
